Time (s),Sample Temperature (K),Weight (mg)
1359,607.63,3.518
1360,607.80,3.514
1361,607.97,3.511
1362,608.13,3.507
1363,608.30,3.503
1364,608.47,3.499
1365,608.63,3.495
1366,608.81,3.491
1367,608.97,3.487
1368,609.14,3.483
1369,609.31,3.479
1370,609.47,3.475
1371,609.64,3.471
1372,609.81,3.468
1373,609.98,3.464
1374,610.14,3.460
1375,610.31,3.456
1376,610.47,3.451
1377,610.65,3.447
1378,610.81,3.443
1379,610.98,3.439
1380,611.15,3.435
1381,611.31,3.431
1382,611.49,3.427
1383,611.65,3.423
1384,611.82,3.419
1385,611.98,3.415
1386,612.15,3.411
1387,612.32,3.407
1388,612.49,3.403
1389,612.65,3.398
1390,612.82,3.394
1391,612.98,3.390
1392,613.15,3.386
1393,613.32,3.382
1394,613.49,3.377
1395,613.65,3.373
1396,613.82,3.369
1397,613.99,3.365
1398,614.16,3.361
1399,614.33,3.356
1400,614.49,3.352
1401,614.66,3.348
1402,614.83,3.343
1403,615.00,3.339
1404,615.16,3.335
1405,615.33,3.331
1406,615.50,3.326
1407,615.67,3.322
1408,615.84,3.318
1409,616.00,3.313
1410,616.16,3.309
1411,616.33,3.304
1412,616.50,3.300
1413,616.67,3.296
1414,616.84,3.291
1415,617.01,3.287
1416,617.17,3.282
1417,617.34,3.278
1418,617.50,3.274
1419,617.67,3.269
1420,617.84,3.265
1421,618.01,3.260
1422,618.17,3.256
1423,618.34,3.251
1424,618.51,3.247
1425,618.67,3.242
1426,618.84,3.238
1427,619.01,3.233
1428,619.18,3.229
1429,619.35,3.224
1430,619.51,3.220
1431,619.68,3.215
1432,619.84,3.210
1433,620.01,3.206
1434,620.18,3.201
1435,620.36,3.197
1436,620.51,3.192
1437,620.68,3.187
1438,620.85,3.183
1439,621.02,3.178
1440,621.19,3.173
1441,621.36,3.169
1442,621.52,3.164
1443,621.68,3.159
1444,621.85,3.155
1445,622.02,3.150
1446,622.19,3.145
1447,622.36,3.141
1448,622.53,3.136
1449,622.69,3.131
1450,622.85,3.126
1451,623.02,3.122
1452,623.19,3.117
1453,623.36,3.112
1454,623.53,3.107
1455,623.70,3.103
1456,623.86,3.098
1457,624.02,3.093
1458,624.20,3.088
1459,624.37,3.083
1460,624.54,3.079
1461,624.69,3.074
1462,624.86,3.069
1463,625.03,3.064
1464,625.20,3.059
1465,625.37,3.054
1466,625.53,3.049
1467,625.70,3.045
1468,625.87,3.040
1469,626.04,3.035
1470,626.20,3.030
1471,626.37,3.025
1472,626.54,3.020
1473,626.71,3.015
1474,626.87,3.010
1475,627.05,3.005
1476,627.21,3.000
1477,627.37,2.995
1478,627.54,2.990
1479,627.71,2.985
1480,627.88,2.980
1481,628.04,2.975
1482,628.21,2.970
1483,628.37,2.965
1484,628.54,2.960
1485,628.71,2.955
1486,628.88,2.950
1487,629.05,2.945
1488,629.21,2.940
1489,629.38,2.935
1490,629.55,2.930
1491,629.72,2.925
1492,629.89,2.920
1493,630.05,2.915
1494,630.22,2.910
1495,630.39,2.905
1496,630.55,2.899
1497,630.72,2.894
1498,630.89,2.889
1499,631.06,2.884
1500,631.22,2.879
1501,631.39,2.874
1502,631.55,2.868
1503,631.73,2.863
1504,631.89,2.858
1505,632.07,2.853
1506,632.23,2.848
1507,632.39,2.842
1508,632.56,2.837
1509,632.73,2.832
1510,632.90,2.827
1511,633.07,2.821
1512,633.23,2.816
1513,633.40,2.811
1514,633.56,2.806
1515,633.73,2.800
1516,633.90,2.795
1517,634.07,2.790
1518,634.23,2.784
1519,634.40,2.779
1520,634.56,2.774
1521,634.73,2.768
1522,634.91,2.763
1523,635.08,2.757
1524,635.24,2.752
1525,635.40,2.747
1526,635.57,2.741
1527,635.75,2.736
1528,635.91,2.730
1529,636.07,2.725
1530,636.24,2.720
1531,636.41,2.714
1532,636.58,2.709
1533,636.75,2.703
1534,636.91,2.698
1535,637.07,2.692
1536,637.24,2.687
1537,637.41,2.681
1538,637.59,2.676
1539,637.75,2.670
1540,637.92,2.665
1541,638.08,2.659
1542,638.25,2.654
1543,638.41,2.648
1544,638.59,2.642
1545,638.76,2.637
1546,638.92,2.631
1547,639.09,2.626
1548,639.25,2.620
1549,639.42,2.614
1550,639.58,2.609
1551,639.76,2.603
1552,639.92,2.597
1553,640.09,2.592
1554,640.26,2.586
1555,640.42,2.580
1556,640.59,2.575
1557,640.77,2.569
1558,640.93,2.563
1559,641.09,2.558
1560,641.26,2.552
1561,641.43,2.546
1562,641.60,2.540
1563,641.76,2.535
1564,641.93,2.529
1565,642.09,2.523
1566,642.26,2.517
1567,642.44,2.511
1568,642.61,2.506
1569,642.76,2.500
1570,642.93,2.494
1571,643.10,2.488
1572,643.27,2.482
1573,643.44,2.476
1574,643.60,2.470
1575,643.77,2.465
1576,643.93,2.459
1577,644.10,2.453
1578,644.27,2.447
1579,644.44,2.441
1580,644.61,2.435
1581,644.77,2.429
1582,644.94,2.423
1583,645.11,2.417
1584,645.28,2.411
1585,645.44,2.405
1586,645.61,2.399
1587,645.78,2.393
1588,645.95,2.387
1589,646.12,2.381
1590,646.28,2.375
1591,646.45,2.369
1592,646.62,2.363
1593,646.79,2.357
1594,646.95,2.351
1595,647.12,2.345
1596,647.29,2.339
1597,647.45,2.332
1598,647.62,2.326
1599,647.79,2.320
1600,647.96,2.314
1601,648.12,2.308
1602,648.29,2.302
1603,648.45,2.296
1604,648.62,2.289
1605,648.79,2.283
1606,648.95,2.277
1607,649.13,2.271
1608,649.29,2.265
1609,649.46,2.259
1610,649.63,2.252
1611,649.79,2.246
1612,649.96,2.240
1613,650.13,2.234
1614,650.29,2.227
1615,650.47,2.221
1616,650.63,2.215
1617,650.80,2.209
1618,650.96,2.202
1619,651.13,2.196
1620,651.30,2.190
1621,651.48,2.184
1622,651.63,2.177
1623,651.80,2.171
1624,651.97,2.165
1625,652.14,2.158
1626,652.31,2.152
1627,652.47,2.146
1628,652.64,2.140
1629,652.81,2.133
1630,652.98,2.127
1631,653.14,2.121
1632,653.31,2.114
1633,653.48,2.108
1634,653.64,2.102
1635,653.81,2.095
1636,653.97,2.089
1637,654.14,2.083
1638,654.31,2.076
1639,654.48,2.070
1640,654.65,2.064
1641,654.82,2.057
1642,654.98,2.051
1643,655.14,2.045
1644,655.31,2.038
1645,655.48,2.032
1646,655.65,2.026
1647,655.81,2.019
1648,655.98,2.013
1649,656.15,2.007
1650,656.32,2.000
1651,656.48,1.994
1652,656.65,1.988
1653,656.82,1.981
1654,656.99,1.975
1655,657.16,1.968
1656,657.32,1.962
1657,657.49,1.956
1658,657.65,1.950
1659,657.82,1.943
1660,657.99,1.937
1661,658.16,1.931
1662,658.33,1.924
1663,658.50,1.918
1664,658.66,1.912
1665,658.83,1.905
1666,658.99,1.899
1667,659.16,1.893
1668,659.33,1.887
1669,659.50,1.880
1670,659.66,1.874
1671,659.83,1.868
1672,660.00,1.862
1673,660.17,1.856
1674,660.33,1.849
1675,660.51,1.843
1676,660.67,1.837
1677,660.84,1.831
1678,661.00,1.825
1679,661.17,1.818
1680,661.34,1.812
1681,661.51,1.806
1682,661.68,1.800
1683,661.84,1.794
1684,662.00,1.788
1685,662.17,1.782
1686,662.35,1.776
1687,662.51,1.770
1688,662.68,1.764
1689,662.85,1.758
1690,663.01,1.752
1691,663.18,1.746
1692,663.35,1.740
1693,663.51,1.734
1694,663.68,1.728
1695,663.84,1.722
1696,664.01,1.716
1697,664.18,1.710
1698,664.35,1.704
1699,664.52,1.698
1700,664.68,1.693
1701,664.85,1.687
1702,665.02,1.681
1703,665.19,1.675
1704,665.35,1.669
1705,665.52,1.664
1706,665.68,1.658
1707,665.85,1.652
1708,666.02,1.647
1709,666.20,1.641
1710,666.36,1.636
1711,666.52,1.630
1712,666.68,1.624
1713,666.86,1.619
1714,667.03,1.613
1715,667.20,1.608
1716,667.36,1.602
1717,667.52,1.597
1718,667.69,1.592
1719,667.86,1.586
1720,668.03,1.581
1721,668.20,1.576
1722,668.37,1.570
1723,668.53,1.565
1724,668.70,1.560
1725,668.87,1.555
1726,669.04,1.549
1727,669.20,1.544
1728,669.37,1.539
1729,669.53,1.534
1730,669.70,1.529
1731,669.87,1.524
1732,670.04,1.519
1733,670.21,1.514
1734,670.37,1.509
1735,670.54,1.504
1736,670.71,1.499
1737,670.87,1.495
1738,671.05,1.490
1739,671.21,1.485
1740,671.38,1.480
1741,671.54,1.476
1742,671.72,1.471
1743,671.88,1.466
1744,672.04,1.462
1745,672.21,1.457
1746,672.39,1.453
1747,672.55,1.448
1748,672.72,1.444
1749,672.88,1.439
1750,673.05,1.435
1751,673.22,1.430
1752,673.39,1.426
1753,673.55,1.422
1754,673.72,1.418
1755,673.88,1.413
1756,674.05,1.409
1757,674.22,1.405
1758,674.39,1.401
1759,674.55,1.397
1760,674.72,1.393
1761,674.89,1.389
1762,675.06,1.385
1763,675.22,1.381
1764,675.39,1.377
1765,675.56,1.373
1766,675.73,1.369
1767,675.89,1.366
1768,676.06,1.362
1769,676.23,1.358
1770,676.39,1.355
1771,676.56,1.351
1772,676.73,1.347
1773,676.90,1.344
1774,677.07,1.340
1775,677.23,1.337
1776,677.40,1.333
1777,677.57,1.330
1778,677.74,1.327
1779,677.91,1.323
1780,678.07,1.320
1781,678.24,1.317
1782,678.40,1.314
1783,678.57,1.311
1784,678.74,1.307
1785,678.91,1.304
1786,679.07,1.301
1787,679.24,1.298
1788,679.40,1.295
1789,679.58,1.292
1790,679.74,1.290
1791,679.91,1.287
1792,680.07,1.284
1793,680.24,1.281
1794,680.42,1.279
1795,680.58,1.276
1796,680.74,1.273
1797,680.91,1.271
1798,681.08,1.268
1799,681.25,1.266
1800,681.41,1.263
1801,681.59,1.261
1802,681.75,1.259
1803,681.91,1.256
1804,682.08,1.254
1805,682.25,1.252
1806,682.42,1.249
1807,682.59,1.247
1808,682.75,1.245
1809,682.92,1.243
1810,683.08,1.241
1811,683.26,1.238
1812,683.42,1.236
1813,683.59,1.234
1814,683.75,1.232
1815,683.92,1.230
1816,684.09,1.228
1817,684.26,1.226
1818,684.43,1.224
1819,684.59,1.223
1820,684.76,1.221
1821,684.93,1.219
1822,685.10,1.217
1823,685.26,1.215
1824,685.43,1.213
1825,685.60,1.212
1826,685.77,1.210
1827,685.93,1.208
1828,686.10,1.207
1829,686.27,1.205
1830,686.44,1.204
1831,686.61,1.202
1832,686.77,1.201
1833,686.93,1.199
1834,687.11,1.198
1835,687.27,1.196
1836,687.44,1.195
1837,687.61,1.193
1838,687.78,1.192
1839,687.95,1.191
1840,688.11,1.190
1841,688.27,1.189
1842,688.44,1.188
1843,688.61,1.187
1844,688.78,1.185
1845,688.95,1.184
1846,689.12,1.183
1847,689.28,1.182
1848,689.44,1.181
1849,689.61,1.180
1850,689.79,1.179
1851,689.95,1.178
1852,690.12,1.177
1853,690.28,1.176
1854,690.45,1.175
1855,690.62,1.174
1856,690.79,1.173
1857,690.95,1.172
1858,691.12,1.171
1859,691.29,1.170
1860,691.46,1.169
1861,691.63,1.168
1862,691.79,1.167
1863,691.96,1.166
1864,692.12,1.166
1865,692.30,1.165
1866,692.46,1.164
1867,692.63,1.163
1868,692.80,1.162
1869,692.96,1.161
1870,693.13,1.161
1871,693.29,1.160
1872,693.46,1.159
1873,693.63,1.158
1874,693.79,1.158
1875,693.96,1.157
1876,694.13,1.156
1877,694.30,1.155
1878,694.47,1.155
1879,694.63,1.154
1880,694.80,1.153
1881,694.97,1.152
1882,695.13,1.152
1883,695.30,1.151
1884,695.47,1.150
1885,695.64,1.150
1886,695.80,1.149
1887,695.97,1.149
1888,696.14,1.148
1889,696.31,1.147
1890,696.47,1.147
1891,696.64,1.146
1892,696.81,1.145
1893,696.97,1.145
1894,697.14,1.144
1895,697.31,1.144
1896,697.48,1.143
1897,697.65,1.142
1898,697.81,1.142
1899,697.98,1.141
1900,698.15,1.141
1901,698.31,1.140
1902,698.48,1.139
1903,698.65,1.139
1904,698.81,1.138
1905,698.98,1.138
1906,699.15,1.137
1907,699.32,1.137
1908,699.48,1.136
1909,699.65,1.136
1910,699.82,1.135
1911,699.99,1.134
1912,700.16,1.134
1913,700.32,1.133
1914,700.49,1.133
1915,700.66,1.132
1916,700.82,1.132
1917,700.99,1.131
1918,701.15,1.131
1919,701.33,1.130
1920,701.49,1.130
1921,701.66,1.129
1922,701.83,1.128
1923,701.99,1.128
1924,702.16,1.127
1925,702.32,1.127
1926,702.49,1.126
1927,702.66,1.126
1928,702.82,1.125
1929,702.99,1.125
1930,703.16,1.124
1931,703.32,1.124
1932,703.49,1.123
1933,703.66,1.123
1934,703.82,1.122
1935,703.99,1.122
1936,704.15,1.121
1937,704.32,1.121
1938,704.48,1.120
1939,704.66,1.120
1940,704.83,1.119
1941,704.99,1.119
1942,705.15,1.118
1943,705.32,1.118
1944,705.49,1.117
1945,705.65,1.117
1946,705.82,1.116
1947,705.99,1.116
1948,706.16,1.115
1949,706.32,1.115
1950,706.49,1.114
1951,706.66,1.114
1952,706.83,1.113
1953,706.99,1.113
1954,707.15,1.112
1955,707.32,1.112
1956,707.49,1.111
1957,707.66,1.111
1958,707.82,1.110
1959,707.99,1.110
1960,708.16,1.110
1961,708.32,1.109
1962,708.48,1.109
1963,708.65,1.108
1964,708.82,1.108
1965,708.99,1.107
1966,709.16,1.107
1967,709.32,1.106
1968,709.49,1.106
1969,709.65,1.105
1970,709.82,1.105
1971,709.99,1.104
1972,710.16,1.104
1973,710.32,1.103
1974,710.48,1.103
1975,710.66,1.102
1976,710.83,1.102
1977,710.99,1.101
1978,711.15,1.101
1979,711.32,1.101
1980,711.49,1.100
1981,711.66,1.100
1982,711.82,1.099
1983,711.99,1.099
1984,712.16,1.098
1985,712.32,1.098
1986,712.48,1.097
1987,712.65,1.097
1988,712.82,1.096
1989,712.99,1.096
1990,713.16,1.095
1991,713.32,1.095
1992,713.49,1.094
1993,713.66,1.094
1994,713.82,1.094
1995,713.99,1.093
1996,714.16,1.093
1997,714.32,1.092
1998,714.49,1.092
1999,714.66,1.091
2000,714.82,1.091
2001,714.99,1.090
2002,715.16,1.090
2003,715.32,1.089
2004,715.49,1.089
2005,715.65,1.089
2006,715.82,1.088
2007,715.99,1.088
2008,716.16,1.087
2009,716.32,1.087
2010,716.49,1.086
2011,716.66,1.086
2012,716.83,1.085
2013,716.99,1.085
2014,717.15,1.084
2015,717.32,1.084
2016,717.48,1.083
2017,717.65,1.083
2018,717.82,1.083
2019,717.99,1.082
2020,718.16,1.082
2021,718.32,1.081
2022,718.49,1.081
2023,718.65,1.080
2024,718.82,1.080
2025,718.99,1.079
2026,719.16,1.079
2027,719.32,1.079
2028,719.49,1.078
2029,719.66,1.078
2030,719.82,1.077
2031,719.99,1.077
2032,720.16,1.076
2033,720.32,1.076
2034,720.49,1.075
2035,720.66,1.075
2036,720.82,1.075
2037,720.99,1.074
2038,721.16,1.074
2039,721.33,1.073
2040,721.49,1.073
2041,721.66,1.072
2042,721.82,1.072
2043,721.98,1.071
2044,722.15,1.071
2045,722.32,1.071
2046,722.48,1.070
2047,722.66,1.070
2048,722.82,1.069
2049,722.99,1.069
2050,723.15,1.068
2051,723.32,1.068
2052,723.49,1.067
2053,723.66,1.067
2054,723.82,1.067
2055,723.99,1.066
2056,724.16,1.066
2057,724.32,1.065
2058,724.49,1.065
2059,724.66,1.064
2060,724.82,1.064
2061,724.99,1.063
2062,725.15,1.063
2063,725.33,1.063
2064,725.49,1.062
2065,725.66,1.062
2066,725.82,1.061
2067,725.99,1.061
2068,726.15,1.060
2069,726.32,1.060
2070,726.50,1.060
2071,726.66,1.059
2072,726.82,1.059
2073,726.99,1.058
2074,727.15,1.058
2075,727.32,1.058
2076,727.49,1.057
2077,727.65,1.057
2078,727.82,1.056
2079,728.00,1.056
2080,728.15,1.055
2081,728.32,1.055
2082,728.49,1.055
2083,728.65,1.054
2084,728.82,1.054
2085,728.99,1.053
2086,729.16,1.053
2087,729.32,1.052
2088,729.49,1.052
2089,729.66,1.052
2090,729.82,1.051
2091,729.99,1.051
2092,730.16,1.050
2093,730.33,1.050
2094,730.49,1.049
2095,730.65,1.049
2096,730.82,1.049
2097,730.99,1.048
2098,731.16,1.048
2099,731.32,1.047
2100,731.49,1.047
2101,731.66,1.047
2102,731.82,1.046
2103,731.98,1.046
2104,732.15,1.045
2105,732.32,1.045
2106,732.48,1.045
2107,732.65,1.044
2108,732.82,1.044
2109,732.99,1.043
2110,733.16,1.043
2111,733.32,1.042
2112,733.49,1.042
2113,733.66,1.042
2114,733.82,1.041
2115,733.99,1.041
2116,734.15,1.040
2117,734.32,1.040
2118,734.49,1.040
2119,734.66,1.039
2120,734.82,1.039
2121,734.99,1.038
2122,735.16,1.038
2123,735.32,1.038
2124,735.49,1.037
2125,735.66,1.037
2126,735.83,1.036
2127,735.98,1.036
2128,736.15,1.035
2129,736.32,1.035
2130,736.49,1.035
2131,736.66,1.034
2132,736.83,1.034
2133,736.99,1.033
2134,737.15,1.033
2135,737.32,1.033
2136,737.49,1.032
2137,737.65,1.032
2138,737.82,1.031
2139,737.99,1.031
2140,738.15,1.031
2141,738.32,1.030
2142,738.49,1.030
2143,738.66,1.029
2144,738.83,1.029
2145,738.99,1.029
2146,739.15,1.028
2147,739.32,1.028
2148,739.49,1.027
2149,739.66,1.027
2150,739.82,1.027
2151,739.99,1.026
2152,740.16,1.026
2153,740.32,1.026
2154,740.49,1.025
2155,740.66,1.025
2156,740.83,1.024
2157,740.99,1.024
2158,741.15,1.024
2159,741.32,1.023
2160,741.49,1.023
2161,741.65,1.022
2162,741.82,1.022
2163,741.99,1.022
2164,742.16,1.021
2165,742.32,1.021
2166,742.49,1.020
2167,742.65,1.020
2168,742.82,1.020
2169,742.99,1.019
2170,743.16,1.019
2171,743.33,1.019
2172,743.49,1.018
2173,743.66,1.018
2174,743.82,1.017
2175,743.99,1.017
2176,744.16,1.017
2177,744.33,1.016
2178,744.49,1.016
2179,744.66,1.015
2180,744.82,1.015
2181,744.99,1.015
2182,745.16,1.014
2183,745.33,1.014
2184,745.49,1.014
2185,745.65,1.013
2186,745.82,1.013
2187,745.98,1.012
2188,746.16,1.012
2189,746.32,1.012
2190,746.49,1.011
2191,746.65,1.011
2192,746.82,1.011
2193,746.99,1.010
2194,747.16,1.010
2195,747.32,1.010
2196,747.49,1.009
2197,747.66,1.009
2198,747.82,1.008
2199,747.99,1.008
2200,748.16,1.008
2201,748.32,1.007
2202,748.49,1.007
2203,748.66,1.007
2204,748.82,1.006
2205,748.99,1.006
2206,749.16,1.006
2207,749.32,1.005
2208,749.49,1.005
2209,749.65,1.005
2210,749.82,1.004
2211,749.99,1.004
2212,750.15,1.004
2213,750.32,1.003
2214,750.49,1.003
2215,750.66,1.003
2216,750.82,1.002
2217,750.99,1.002
2218,751.16,1.001
2219,751.33,1.001
2220,751.49,1.001
2221,751.65,1.000
2222,751.82,1.000
2223,752.00,1.000
2224,752.15,0.999
2225,752.32,0.999
2226,752.49,0.999
2227,752.66,0.998
2228,752.82,0.998
2229,752.99,0.998
2230,753.15,0.997
2231,753.32,0.997
2232,753.49,0.996
2233,753.66,0.996
2234,753.82,0.996
2235,753.99,0.995
2236,754.15,0.995
2237,754.32,0.995
2238,754.48,0.994
2239,754.66,0.994
2240,754.82,0.994
2241,754.99,0.993
2242,755.15,0.993
2243,755.32,0.993
2244,755.49,0.992
2245,755.66,0.992
2246,755.82,0.992
2247,755.99,0.991
2248,756.16,0.991
2249,756.33,0.991
2250,756.49,0.990
2251,756.66,0.990
2252,756.83,0.990
2253,756.99,0.989
2254,757.16,0.989
2255,757.33,0.989
2256,757.49,0.988
2257,757.66,0.988
2258,757.82,0.988
2259,757.99,0.987
2260,758.16,0.987
2261,758.32,0.987
2262,758.49,0.986
2263,758.65,0.986
2264,758.82,0.986
2265,758.99,0.985
2266,759.16,0.985
2267,759.32,0.985
2268,759.49,0.984
2269,759.66,0.984
2270,759.82,0.984
2271,759.99,0.983
2272,760.16,0.983
2273,760.32,0.983
2274,760.49,0.983
2275,760.66,0.982
2276,760.82,0.982
2277,760.98,0.982
2278,761.16,0.981
2279,761.32,0.981
2280,761.49,0.981
2281,761.66,0.980
2282,761.83,0.980
2283,761.99,0.980
2284,762.16,0.979
2285,762.33,0.979
2286,762.49,0.979
2287,762.66,0.978
2288,762.82,0.978
2289,762.99,0.978
2290,763.15,0.978
2291,763.32,0.977
2292,763.49,0.977
2293,763.66,0.977
2294,763.82,0.976
2295,763.99,0.976
2296,764.15,0.976
2297,764.33,0.975
2298,764.49,0.975
2299,764.65,0.975
2300,764.83,0.975
2301,764.99,0.974
2302,765.16,0.974
2303,765.32,0.974
2304,765.49,0.973
2305,765.66,0.973
2306,765.83,0.973
2307,765.98,0.972
2308,766.15,0.972
2309,766.32,0.972
2310,766.50,0.972
2311,766.66,0.971
2312,766.82,0.971
2313,766.99,0.971
2314,767.16,0.970
2315,767.33,0.970
2316,767.49,0.970
2317,767.66,0.970
2318,767.82,0.969
2319,767.99,0.969
2320,768.15,0.969
2321,768.32,0.968
2322,768.49,0.968
2323,768.65,0.968
2324,768.82,0.968
2325,768.99,0.967
2326,769.16,0.967
2327,769.32,0.967
2328,769.50,0.966
2329,769.66,0.966
2330,769.82,0.966
2331,769.99,0.966
2332,770.16,0.965
2333,770.33,0.965
2334,770.49,0.965
2335,770.65,0.964
2336,770.81,0.964
2337,770.99,0.964
2338,771.17,0.964
2339,771.33,0.963
2340,771.49,0.963
2341,771.65,0.963
2342,771.83,0.962
2343,772.00,0.962
2344,772.16,0.962
2345,772.32,0.962
2346,772.48,0.961
2347,772.66,0.961
2348,772.83,0.961
2349,772.99,0.961
2350,773.15,0.960
2351,773.32,0.960
2352,773.49,0.960
2353,773.66,0.960
2354,773.82,0.959
2355,773.99,0.959
2356,774.16,0.959
2357,774.33,0.958
2358,774.49,0.958
2359,774.66,0.958
2360,774.82,0.958
2361,774.99,0.957
2362,775.16,0.957
2363,775.32,0.957
2364,775.49,0.957
2365,775.66,0.956
2366,775.83,0.956
2367,775.99,0.956
2368,776.16,0.956
2369,776.33,0.955
2370,776.49,0.955
2371,776.65,0.955
2372,776.82,0.955
2373,776.99,0.954
2374,777.16,0.954
2375,777.32,0.954
2376,777.49,0.953
2377,777.66,0.953
2378,777.82,0.953
2379,777.99,0.953
2380,778.16,0.952
2381,778.33,0.952
2382,778.49,0.952
2383,778.65,0.952
2384,778.83,0.951
2385,778.99,0.951
2386,779.15,0.951
2387,779.32,0.951
2388,779.49,0.950
2389,779.66,0.950
2390,779.83,0.950
2391,779.99,0.950
2392,780.16,0.949
2393,780.32,0.949
2394,780.49,0.949
2395,780.65,0.949
2396,780.82,0.948
2397,780.99,0.948
2398,781.16,0.948
2399,781.32,0.948
2400,781.49,0.947
2401,781.65,0.947
2402,781.83,0.947
2403,781.99,0.947
2404,782.15,0.946
2405,782.32,0.946
2406,782.49,0.946
2407,782.66,0.946
2408,782.82,0.945
2409,782.99,0.945
2410,783.16,0.945
2411,783.33,0.945
2412,783.49,0.944
2413,783.66,0.944
2414,783.82,0.944
2415,783.99,0.944
2416,784.16,0.943
2417,784.32,0.943
2418,784.50,0.943
2419,784.66,0.943
2420,784.83,0.942
2421,784.99,0.942
2422,785.16,0.942
2423,785.32,0.942
2424,785.49,0.942
2425,785.66,0.941
2426,785.82,0.941
2427,785.99,0.941
2428,786.16,0.941
2429,786.32,0.940
2430,786.49,0.940
2431,786.66,0.940
2432,786.83,0.940
2433,786.99,0.940
2434,787.16,0.939
2435,787.33,0.939
2436,787.49,0.939
2437,787.65,0.939
2438,787.82,0.938
2439,787.99,0.938
2440,788.16,0.938
2441,788.33,0.938
2442,788.49,0.938
2443,788.66,0.937
2444,788.82,0.937
2445,788.99,0.937
2446,789.16,0.937
2447,789.32,0.936
2448,789.49,0.936
2449,789.66,0.936
2450,789.82,0.936
2451,789.99,0.936
2452,790.16,0.935
2453,790.32,0.935
2454,790.49,0.935
2455,790.66,0.935
2456,790.83,0.935
2457,790.99,0.934
2458,791.16,0.934
2459,791.33,0.934
2460,791.49,0.934
2461,791.65,0.933
2462,791.82,0.933
2463,791.99,0.933
2464,792.16,0.933
2465,792.32,0.933
2466,792.49,0.932
2467,792.65,0.932
2468,792.82,0.932
2469,792.99,0.932
2470,793.16,0.932
2471,793.33,0.931
2472,793.50,0.931
2473,793.66,0.931
2474,793.82,0.931
2475,793.99,0.930
2476,794.16,0.930
2477,794.33,0.930
2478,794.49,0.930
2479,794.65,0.930
2480,794.83,0.929
2481,794.99,0.929
2482,795.16,0.929
2483,795.33,0.929
2484,795.49,0.929
2485,795.65,0.928
2486,795.82,0.928
2487,796.00,0.928
2488,796.16,0.928
2489,796.32,0.928
2490,796.49,0.927
2491,796.66,0.927
2492,796.83,0.927
2493,796.99,0.927
2494,797.16,0.926
2495,797.33,0.926
2496,797.49,0.926
2497,797.65,0.926
2498,797.83,0.926
2499,797.99,0.925
2500,798.16,0.925
2501,798.32,0.925
2502,798.50,0.925
2503,798.66,0.925
2504,798.82,0.924
2505,798.99,0.924
2506,799.16,0.924
2507,799.32,0.924
2508,799.49,0.923
2509,799.66,0.923
2510,799.83,0.923
2511,799.99,0.923
2512,800.15,0.923
2513,800.32,0.922
2514,800.49,0.922
2515,800.66,0.922
2516,800.83,0.922
2517,801.00,0.922
2518,801.16,0.921
2519,801.32,0.921
2520,801.49,0.921
2521,801.66,0.921
2522,801.82,0.921
2523,801.99,0.920
2524,802.16,0.920
2525,802.33,0.920
2526,802.49,0.920
2527,802.66,0.920
2528,802.83,0.919
2529,802.99,0.919
2530,803.15,0.919
2531,803.32,0.919
2532,803.50,0.919
2533,803.66,0.918
2534,803.82,0.918
2535,803.99,0.918
2536,804.16,0.918
2537,804.32,0.918
2538,804.49,0.917
2539,804.66,0.917
2540,804.83,0.917
2541,805.00,0.917
2542,805.16,0.917
2543,805.33,0.916
2544,805.49,0.916
2545,805.65,0.916
2546,805.82,0.916
2547,805.99,0.916
2548,806.16,0.915
2549,806.33,0.915
2550,806.49,0.915
2551,806.66,0.915
2552,806.82,0.915
2553,806.99,0.914
2554,807.16,0.914
2555,807.33,0.914
2556,807.49,0.914
2557,807.66,0.914
2558,807.83,0.914
2559,808.00,0.913
2560,808.15,0.913
2561,808.32,0.913
2562,808.49,0.913
2563,808.67,0.913
2564,808.83,0.912
2565,808.99,0.912
2566,809.15,0.912
2567,809.32,0.912
2568,809.49,0.912
2569,809.66,0.912
2570,809.83,0.911
2571,809.99,0.911
2572,810.16,0.911
2573,810.33,0.911
2574,810.50,0.911
2575,810.66,0.910
2576,810.82,0.910
2577,810.99,0.910
2578,811.16,0.910
2579,811.32,0.910
2580,811.49,0.909
2581,811.66,0.909
2582,811.82,0.909
2583,811.99,0.909
2584,812.16,0.909
2585,812.33,0.908
2586,812.49,0.908
2587,812.65,0.908
2588,812.82,0.908
2589,812.99,0.908
2590,813.16,0.908
2591,813.33,0.907
2592,813.50,0.907
2593,813.66,0.907
2594,813.83,0.907
2595,813.99,0.907
2596,814.15,0.906
2597,814.33,0.906
2598,814.49,0.906
2599,814.66,0.906
2600,814.83,0.906
2601,815.00,0.905
2602,815.16,0.905
2603,815.33,0.905
2604,815.49,0.905
2605,815.66,0.905
2606,815.83,0.905
2607,815.99,0.904
2608,816.16,0.904
2609,816.33,0.904
2610,816.49,0.904
2611,816.66,0.904
2612,816.83,0.903
2613,817.00,0.903
2614,817.16,0.903
2615,817.33,0.903
2616,817.49,0.903
2617,817.66,0.903
2618,817.82,0.902
2619,818.00,0.902
2620,818.16,0.902
2621,818.32,0.902
2622,818.49,0.902
2623,818.66,0.901
2624,818.82,0.901
2625,818.99,0.901
2626,819.17,0.901
2627,819.33,0.901
2628,819.49,0.901
