Time (s),Temperature (K),Weight (mg)
1360,607.84,3.066
1361,608.01,3.057
1362,608.18,3.048
1363,608.35,3.040
1364,608.51,3.031
1365,608.68,3.022
1366,608.85,3.013
1367,609.01,3.004
1368,609.18,2.995
1369,609.36,2.986
1370,609.52,2.976
1371,609.68,2.967
1372,609.84,2.958
1373,610.01,2.948
1374,610.19,2.939
1375,610.36,2.929
1376,610.53,2.919
1377,610.69,2.909
1378,610.85,2.899
1379,611.02,2.889
1380,611.19,2.879
1381,611.36,2.869
1382,611.52,2.859
1383,611.70,2.848
1384,611.86,2.838
1385,612.03,2.827
1386,612.19,2.817
1387,612.36,2.806
1388,612.53,2.795
1389,612.69,2.784
1390,612.86,2.773
1391,613.03,2.762
1392,613.20,2.750
1393,613.37,2.739
1394,613.53,2.727
1395,613.70,2.716
1396,613.86,2.704
1397,614.03,2.692
1398,614.20,2.680
1399,614.37,2.668
1400,614.54,2.656
1401,614.70,2.644
1402,614.87,2.632
1403,615.04,2.619
1404,615.20,2.607
1405,615.37,2.594
1406,615.54,2.581
1407,615.70,2.568
1408,615.87,2.556
1409,616.05,2.543
1410,616.21,2.530
1411,616.37,2.516
1412,616.54,2.503
1413,616.70,2.490
1414,616.87,2.477
1415,617.05,2.463
1416,617.22,2.450
1417,617.38,2.437
1418,617.54,2.423
1419,617.71,2.410
1420,617.88,2.396
1421,618.05,2.383
1422,618.22,2.369
1423,618.38,2.356
1424,618.55,2.342
1425,618.71,2.329
1426,618.88,2.315
1427,619.05,2.302
1428,619.22,2.288
1429,619.39,2.275
1430,619.55,2.262
1431,619.72,2.248
1432,619.89,2.235
1433,620.05,2.222
1434,620.23,2.209
1435,620.39,2.196
1436,620.56,2.183
1437,620.73,2.170
1438,620.89,2.157
1439,621.06,2.144
1440,621.22,2.132
1441,621.39,2.120
1442,621.56,2.107
1443,621.73,2.095
1444,621.90,2.084
1445,622.06,2.072
1446,622.23,2.060
1447,622.39,2.049
1448,622.56,2.038
1449,622.73,2.027
1450,622.90,2.016
1451,623.07,2.005
1452,623.23,1.995
1453,623.40,1.985
1454,623.57,1.975
1455,623.74,1.965
1456,623.91,1.955
1457,624.07,1.946
1458,624.23,1.937
1459,624.40,1.928
1460,624.57,1.919
1461,624.74,1.910
1462,624.91,1.902
1463,625.08,1.893
1464,625.24,1.885
1465,625.41,1.877
1466,625.57,1.870
1467,625.74,1.862
1468,625.91,1.855
1469,626.08,1.848
1470,626.24,1.841
1471,626.41,1.834
1472,626.59,1.827
1473,626.75,1.821
1474,626.91,1.814
1475,627.08,1.808
1476,627.25,1.802
1477,627.42,1.796
1478,627.59,1.790
1479,627.75,1.785
1480,627.92,1.779
1481,628.08,1.774
1482,628.25,1.768
1483,628.42,1.763
1484,628.59,1.758
1485,628.75,1.753
1486,628.92,1.748
1487,629.09,1.743
1488,629.26,1.738
1489,629.42,1.734
1490,629.59,1.729
1491,629.76,1.725
1492,629.93,1.720
1493,630.10,1.716
1494,630.26,1.712
1495,630.42,1.708
1496,630.59,1.704
1497,630.76,1.700
1498,630.93,1.696
1499,631.10,1.692
1500,631.26,1.688
1501,631.43,1.685
1502,631.59,1.681
1503,631.77,1.677
1504,631.94,1.674
1505,632.10,1.670
1506,632.27,1.667
1507,632.43,1.664
1508,632.60,1.660
1509,632.76,1.657
1510,632.94,1.654
1511,633.11,1.651
1512,633.27,1.648
1513,633.43,1.644
1514,633.61,1.641
1515,633.77,1.638
1516,633.94,1.635
1517,634.11,1.632
1518,634.28,1.630
1519,634.44,1.627
1520,634.61,1.624
1521,634.78,1.621
1522,634.95,1.619
1523,635.11,1.616
1524,635.29,1.613
1525,635.44,1.611
1526,635.61,1.608
1527,635.78,1.605
1528,635.95,1.603
1529,636.12,1.600
1530,636.29,1.598
1531,636.45,1.595
1532,636.61,1.593
1533,636.78,1.590
1534,636.95,1.588
1535,637.12,1.585
1536,637.29,1.583
1537,637.46,1.581
1538,637.62,1.578
1539,637.79,1.576
1540,637.95,1.573
1541,638.12,1.571
1542,638.29,1.569
1543,638.46,1.566
1544,638.62,1.564
1545,638.79,1.562
1546,638.96,1.560
1547,639.12,1.557
1548,639.30,1.555
1549,639.46,1.553
1550,639.63,1.551
1551,639.80,1.549
1552,639.97,1.546
1553,640.13,1.544
1554,640.30,1.542
1555,640.46,1.540
1556,640.64,1.538
1557,640.81,1.536
1558,640.97,1.534
1559,641.14,1.532
1560,641.30,1.529
1561,641.47,1.527
1562,641.63,1.525
1563,641.80,1.523
1564,641.97,1.521
1565,642.14,1.519
1566,642.30,1.517
1567,642.47,1.515
1568,642.64,1.513
1569,642.81,1.511
1570,642.97,1.509
1571,643.14,1.507
1572,643.31,1.505
1573,643.48,1.503
1574,643.65,1.502
1575,643.81,1.500
1576,643.97,1.498
1577,644.15,1.496
1578,644.32,1.494
1579,644.48,1.492
1580,644.65,1.490
1581,644.81,1.488
1582,644.98,1.486
1583,645.16,1.485
1584,645.32,1.483
1585,645.49,1.481
1586,645.65,1.479
1587,645.82,1.477
1588,645.99,1.475
1589,646.15,1.474
1590,646.32,1.472
1591,646.49,1.470
1592,646.66,1.468
1593,646.82,1.466
1594,646.99,1.465
1595,647.16,1.463
1596,647.32,1.461
1597,647.49,1.459
1598,647.66,1.458
1599,647.82,1.456
1600,647.99,1.454
1601,648.16,1.452
1602,648.33,1.451
1603,648.50,1.449
1604,648.66,1.447
1605,648.83,1.445
1606,649.00,1.444
1607,649.17,1.442
1608,649.33,1.440
1609,649.50,1.439
1610,649.67,1.437
1611,649.84,1.435
1612,650.00,1.434
1613,650.17,1.432
1614,650.33,1.430
1615,650.50,1.429
1616,650.67,1.427
1617,650.84,1.425
1618,651.01,1.424
1619,651.17,1.422
1620,651.34,1.420
1621,651.51,1.419
1622,651.68,1.417
1623,651.85,1.415
1624,652.01,1.414
1625,652.18,1.412
1626,652.34,1.411
1627,652.51,1.409
1628,652.68,1.407
1629,652.84,1.406
1630,653.02,1.404
1631,653.18,1.403
1632,653.35,1.401
1633,653.51,1.399
1634,653.68,1.398
1635,653.85,1.396
1636,654.02,1.395
1637,654.18,1.393
1638,654.35,1.392
1639,654.53,1.390
1640,654.68,1.388
1641,654.85,1.387
1642,655.02,1.385
1643,655.19,1.384
1644,655.36,1.383
1645,655.53,1.381
1646,655.69,1.380
1647,655.85,1.378
1648,656.03,1.376
1649,656.20,1.375
1650,656.36,1.373
1651,656.53,1.372
1652,656.69,1.370
1653,656.86,1.369
1654,657.03,1.367
1655,657.20,1.366
1656,657.36,1.364
1657,657.53,1.362
1658,657.70,1.361
1659,657.87,1.359
1660,658.04,1.358
1661,658.20,1.356
1662,658.37,1.355
1663,658.53,1.354
1664,658.71,1.352
1665,658.87,1.351
1666,659.04,1.349
1667,659.21,1.348
1668,659.37,1.346
1669,659.54,1.345
1670,659.71,1.343
1671,659.87,1.342
1672,660.04,1.340
1673,660.21,1.339
1674,660.38,1.337
1675,660.54,1.336
1676,660.71,1.334
1677,660.87,1.333
1678,661.04,1.331
1679,661.21,1.330
1680,661.38,1.328
1681,661.55,1.327
1682,661.72,1.325
1683,661.88,1.324
1684,662.04,1.323
1685,662.21,1.321
1686,662.39,1.320
1687,662.56,1.318
1688,662.72,1.317
1689,662.89,1.315
1690,663.05,1.314
1691,663.22,1.312
1692,663.38,1.311
1693,663.55,1.310
1694,663.72,1.308
1695,663.89,1.307
1696,664.06,1.305
1697,664.22,1.304
1698,664.39,1.302
1699,664.56,1.301
1700,664.73,1.300
1701,664.89,1.298
1702,665.06,1.297
1703,665.23,1.295
1704,665.40,1.294
1705,665.56,1.292
1706,665.73,1.291
1707,665.90,1.290
1708,666.07,1.288
1709,666.23,1.287
1710,666.40,1.286
1711,666.57,1.284
1712,666.73,1.283
1713,666.90,1.282
1714,667.07,1.280
1715,667.24,1.279
1716,667.41,1.277
1717,667.58,1.276
1718,667.74,1.274
1719,667.90,1.273
1720,668.08,1.271
1721,668.24,1.270
1722,668.40,1.268
1723,668.57,1.267
1724,668.75,1.265
1725,668.91,1.264
1726,669.07,1.263
1727,669.24,1.261
1728,669.41,1.260
1729,669.59,1.258
1730,669.74,1.257
1731,669.91,1.256
1732,670.08,1.254
1733,670.25,1.253
1734,670.41,1.252
1735,670.57,1.251
1736,670.75,1.250
1737,670.92,1.248
1738,671.09,1.247
1739,671.25,1.246
1740,671.42,1.244
1741,671.59,1.243
1742,671.75,1.242
1743,671.92,1.240
1744,672.08,1.239
1745,672.25,1.237
1746,672.42,1.236
1747,672.59,1.235
1748,672.75,1.233
1749,672.92,1.232
1750,673.09,1.230
1751,673.27,1.229
1752,673.42,1.228
1753,673.59,1.226
1754,673.76,1.225
1755,673.93,1.224
1756,674.09,1.222
1757,674.26,1.221
1758,674.43,1.219
1759,674.60,1.218
1760,674.77,1.217
1761,674.93,1.215
1762,675.11,1.214
1763,675.27,1.213
1764,675.43,1.211
1765,675.60,1.210
1766,675.77,1.208
1767,675.94,1.207
1768,676.10,1.206
1769,676.27,1.204
1770,676.44,1.203
1771,676.60,1.202
1772,676.77,1.200
1773,676.94,1.199
1774,677.11,1.197
1775,677.27,1.196
1776,677.44,1.194
1777,677.60,1.193
1778,677.78,1.192
1779,677.95,1.190
1780,678.11,1.189
1781,678.28,1.187
1782,678.44,1.186
1783,678.61,1.185
1784,678.78,1.183
1785,678.95,1.182
1786,679.11,1.180
1787,679.28,1.179
1788,679.46,1.178
1789,679.62,1.176
1790,679.78,1.175
1791,679.95,1.173
1792,680.12,1.172
1793,680.29,1.170
1794,680.46,1.169
1795,680.63,1.167
1796,680.79,1.166
1797,680.96,1.164
1798,681.12,1.163
1799,681.29,1.162
1800,681.45,1.160
1801,681.62,1.159
1802,681.79,1.158
1803,681.96,1.156
1804,682.12,1.155
1805,682.29,1.154
1806,682.46,1.152
1807,682.63,1.151
1808,682.79,1.150
1809,682.96,1.148
1810,683.13,1.147
1811,683.30,1.145
1812,683.46,1.144
1813,683.63,1.143
1814,683.80,1.141
1815,683.96,1.140
1816,684.13,1.138
1817,684.31,1.137
1818,684.48,1.136
1819,684.63,1.134
1820,684.80,1.133
1821,684.97,1.131
1822,685.14,1.130
1823,685.31,1.129
1824,685.48,1.127
1825,685.64,1.126
1826,685.81,1.124
1827,685.97,1.123
1828,686.14,1.122
1829,686.30,1.120
1830,686.48,1.119
1831,686.64,1.118
1832,686.81,1.116
1833,686.98,1.115
1834,687.15,1.113
1835,687.31,1.112
1836,687.48,1.111
1837,687.65,1.109
1838,687.82,1.108
1839,687.98,1.106
1840,688.15,1.105
1841,688.32,1.104
1842,688.50,1.102
1843,688.66,1.101
1844,688.82,1.099
1845,688.98,1.098
1846,689.16,1.096
1847,689.33,1.095
1848,689.49,1.094
1849,689.65,1.092
1850,689.82,1.091
1851,689.99,1.089
1852,690.16,1.088
1853,690.33,1.086
1854,690.49,1.085
1855,690.66,1.084
1856,690.82,1.082
1857,690.99,1.081
1858,691.16,1.079
1859,691.33,1.078
1860,691.50,1.077
1861,691.66,1.075
1862,691.83,1.074
1863,692.00,1.072
1864,692.17,1.071
1865,692.33,1.070
1866,692.50,1.068
1867,692.67,1.067
1868,692.84,1.065
1869,693.00,1.064
1870,693.17,1.062
1871,693.34,1.061
1872,693.51,1.059
1873,693.67,1.058
1874,693.84,1.057
1875,694.01,1.055
1876,694.18,1.054
1877,694.35,1.052
1878,694.51,1.051
1879,694.67,1.049
1880,694.84,1.048
1881,695.01,1.047
1882,695.18,1.045
1883,695.34,1.044
1884,695.51,1.042
1885,695.68,1.041
1886,695.85,1.039
1887,696.02,1.038
1888,696.19,1.036
1889,696.35,1.035
1890,696.52,1.033
1891,696.68,1.032
1892,696.85,1.030
1893,697.02,1.029
1894,697.19,1.027
1895,697.35,1.026
1896,697.52,1.024
1897,697.69,1.022
1898,697.85,1.021
1899,698.02,1.019
1900,698.19,1.018
1901,698.36,1.016
1902,698.52,1.015
1903,698.70,1.014
1904,698.85,1.012
1905,699.02,1.011
1906,699.19,1.009
1907,699.37,1.008
1908,699.54,1.006
1909,699.69,1.005
1910,699.86,1.004
1911,700.02,1.002
1912,700.20,1.000
1913,700.37,0.999
1914,700.53,0.997
1915,700.69,0.996
1916,700.86,0.994
1917,701.03,0.993
1918,701.20,0.991
1919,701.37,0.990
1920,701.53,0.988
1921,701.69,0.987
1922,701.86,0.985
1923,702.03,0.984
1924,702.19,0.982
1925,702.36,0.981
1926,702.53,0.979
1927,702.70,0.978
1928,702.86,0.976
1929,703.03,0.975
1930,703.20,0.973
1931,703.36,0.972
1932,703.53,0.970
1933,703.70,0.969
1934,703.87,0.967
1935,704.03,0.965
1936,704.20,0.963
1937,704.37,0.962
1938,704.53,0.960
1939,704.70,0.959
1940,704.87,0.957
1941,705.03,0.955
1942,705.20,0.954
1943,705.36,0.952
1944,705.53,0.951
1945,705.70,0.949
1946,705.86,0.948
1947,706.03,0.946
1948,706.19,0.945
1949,706.36,0.943
1950,706.53,0.941
1951,706.70,0.940
1952,706.86,0.938
1953,707.03,0.937
1954,707.20,0.935
1955,707.36,0.934
1956,707.52,0.932
1957,707.70,0.931
1958,707.86,0.929
1959,708.03,0.927
1960,708.20,0.926
1961,708.36,0.924
1962,708.53,0.922
1963,708.70,0.921
1964,708.86,0.919
1965,709.03,0.918
1966,709.20,0.916
1967,709.36,0.915
1968,709.53,0.913
1969,709.70,0.912
1970,709.86,0.910
1971,710.03,0.908
1972,710.19,0.907
1973,710.36,0.905
1974,710.53,0.904
1975,710.69,0.902
1976,710.86,0.900
1977,711.03,0.899
1978,711.20,0.897
1979,711.36,0.895
1980,711.53,0.894
1981,711.70,0.892
1982,711.87,0.890
1983,712.03,0.889
1984,712.19,0.887
1985,712.36,0.885
1986,712.53,0.884
1987,712.70,0.882
1988,712.87,0.880
1989,713.03,0.878
1990,713.20,0.877
1991,713.36,0.875
1992,713.53,0.873
1993,713.70,0.872
1994,713.86,0.870
1995,714.03,0.868
1996,714.20,0.866
1997,714.36,0.865
1998,714.53,0.863
1999,714.69,0.861
2000,714.86,0.859
2001,715.03,0.858
2002,715.19,0.856
2003,715.36,0.854
2004,715.53,0.852
2005,715.70,0.850
2006,715.86,0.849
2007,716.03,0.847
2008,716.19,0.845
2009,716.37,0.843
2010,716.53,0.841
2011,716.70,0.840
2012,716.86,0.838
2013,717.03,0.836
2014,717.20,0.834
2015,717.36,0.832
2016,717.53,0.831
2017,717.70,0.829
2018,717.87,0.827
2019,718.03,0.825
2020,718.19,0.823
2021,718.36,0.821
2022,718.53,0.819
2023,718.70,0.818
2024,718.86,0.816
2025,719.03,0.814
2026,719.20,0.812
2027,719.37,0.810
2028,719.53,0.808
2029,719.70,0.806
2030,719.87,0.804
2031,720.03,0.802
2032,720.20,0.801
2033,720.36,0.799
2034,720.53,0.797
2035,720.70,0.795
2036,720.87,0.793
2037,721.03,0.791
2038,721.19,0.789
2039,721.36,0.787
2040,721.53,0.785
2041,721.70,0.783
2042,721.86,0.781
2043,722.03,0.779
2044,722.20,0.777
2045,722.37,0.775
2046,722.53,0.773
2047,722.69,0.771
2048,722.85,0.769
2049,723.03,0.767
2050,723.20,0.765
2051,723.37,0.763
2052,723.53,0.761
2053,723.69,0.759
2054,723.86,0.757
2055,724.03,0.755
2056,724.19,0.754
2057,724.37,0.751
2058,724.53,0.750
2059,724.69,0.747
2060,724.86,0.745
2061,725.03,0.743
2062,725.19,0.741
2063,725.37,0.739
2064,725.53,0.737
2065,725.69,0.735
2066,725.86,0.733
2067,726.03,0.731
2068,726.19,0.729
2069,726.36,0.727
2070,726.53,0.725
2071,726.70,0.723
2072,726.86,0.721
2073,727.03,0.719
2074,727.20,0.717
2075,727.36,0.715
2076,727.53,0.712
2077,727.70,0.710
2078,727.86,0.708
2079,728.03,0.706
2080,728.19,0.704
2081,728.36,0.702
2082,728.53,0.700
2083,728.70,0.698
2084,728.87,0.696
2085,729.04,0.693
2086,729.19,0.691
2087,729.36,0.689
2088,729.53,0.687
2089,729.70,0.685
2090,729.87,0.683
2091,730.03,0.681
2092,730.19,0.679
2093,730.36,0.676
2094,730.53,0.674
2095,730.69,0.672
2096,730.86,0.670
2097,731.03,0.668
2098,731.19,0.666
2099,731.36,0.664
2100,731.53,0.661
2101,731.70,0.659
2102,731.86,0.657
2103,732.02,0.655
2104,732.20,0.653
2105,732.37,0.651
2106,732.53,0.648
2107,732.70,0.646
2108,732.86,0.644
2109,733.03,0.642
2110,733.20,0.640
2111,733.37,0.638
2112,733.53,0.635
2113,733.70,0.633
2114,733.86,0.631
2115,734.03,0.629
2116,734.19,0.627
2117,734.36,0.625
2118,734.53,0.622
2119,734.69,0.620
2120,734.86,0.618
2121,735.03,0.616
2122,735.20,0.614
2123,735.36,0.611
2124,735.53,0.609
2125,735.70,0.607
2126,735.86,0.605
2127,736.03,0.602
2128,736.19,0.600
2129,736.37,0.598
2130,736.53,0.596
2131,736.69,0.594
2132,736.87,0.591
2133,737.03,0.589
2134,737.19,0.587
2135,737.36,0.585
2136,737.53,0.582
2137,737.70,0.580
2138,737.86,0.578
2139,738.03,0.575
2140,738.20,0.573
2141,738.36,0.571
2142,738.53,0.569
2143,738.69,0.566
2144,738.86,0.564
2145,739.03,0.562
2146,739.20,0.560
2147,739.36,0.557
2148,739.53,0.555
2149,739.70,0.553
2150,739.86,0.551
2151,740.03,0.549
2152,740.20,0.546
2153,740.36,0.544
2154,740.53,0.542
2155,740.70,0.540
2156,740.87,0.537
2157,741.03,0.535
2158,741.20,0.533
2159,741.37,0.531
2160,741.53,0.528
2161,741.70,0.526
2162,741.87,0.524
2163,742.03,0.522
2164,742.20,0.519
2165,742.36,0.517
2166,742.53,0.515
2167,742.69,0.513
2168,742.86,0.510
2169,743.03,0.508
2170,743.20,0.506
2171,743.36,0.503
2172,743.53,0.501
2173,743.69,0.499
2174,743.86,0.497
2175,744.03,0.494
2176,744.20,0.492
2177,744.36,0.490
2178,744.53,0.487
2179,744.70,0.485
2180,744.87,0.483
2181,745.03,0.480
2182,745.20,0.478
2183,745.36,0.476
2184,745.53,0.473
2185,745.70,0.471
2186,745.86,0.469
2187,746.03,0.466
2188,746.20,0.464
2189,746.37,0.462
2190,746.53,0.459
2191,746.69,0.457
2192,746.86,0.454
2193,747.03,0.452
2194,747.19,0.450
2195,747.36,0.447
2196,747.53,0.445
2197,747.69,0.442
2198,747.86,0.440
2199,748.03,0.438
2200,748.20,0.435
2201,748.36,0.433
2202,748.53,0.430
2203,748.70,0.428
2204,748.87,0.425
2205,749.03,0.423
2206,749.19,0.421
2207,749.37,0.418
2208,749.53,0.416
2209,749.70,0.413
2210,749.86,0.411
2211,750.03,0.408
2212,750.21,0.406
2213,750.36,0.403
2214,750.53,0.401
2215,750.69,0.399
2216,750.87,0.396
2217,751.03,0.394
2218,751.20,0.391
2219,751.37,0.389
2220,751.53,0.386
2221,751.70,0.383
2222,751.86,0.381
2223,752.03,0.378
2224,752.19,0.376
2225,752.36,0.373
2226,752.53,0.371
2227,752.70,0.368
2228,752.86,0.366
2229,753.03,0.363
2230,753.20,0.360
2231,753.36,0.358
2232,753.53,0.355
2233,753.70,0.353
2234,753.86,0.350
2235,754.03,0.347
2236,754.20,0.345
2237,754.36,0.342
2238,754.53,0.339
2239,754.70,0.337
2240,754.87,0.334
2241,755.03,0.331
2242,755.20,0.329
2243,755.37,0.326
2244,755.53,0.323
2245,755.70,0.320
2246,755.87,0.318
2247,756.03,0.315
2248,756.20,0.312
2249,756.37,0.309
2250,756.53,0.307
2251,756.70,0.304
2252,756.86,0.301
2253,757.03,0.298
2254,757.20,0.296
2255,757.37,0.293
2256,757.53,0.290
2257,757.69,0.287
2258,757.87,0.284
2259,758.03,0.281
2260,758.19,0.279
2261,758.36,0.276
2262,758.54,0.273
2263,758.70,0.270
2264,758.86,0.267
2265,759.03,0.264
2266,759.20,0.261
2267,759.36,0.258
2268,759.53,0.255
2269,759.70,0.252
2270,759.87,0.249
2271,760.03,0.246
2272,760.19,0.243
2273,760.36,0.240
2274,760.53,0.237
2275,760.70,0.234
2276,760.86,0.231
2277,761.03,0.228
2278,761.20,0.225
2279,761.36,0.221
2280,761.53,0.218
2281,761.70,0.215
2282,761.87,0.212
2283,762.04,0.208
2284,762.20,0.204
2285,762.36,0.201
2286,762.53,0.198
2287,762.70,0.195
2288,762.87,0.192
2289,763.03,0.189
2290,763.20,0.185
2291,763.37,0.182
2292,763.53,0.178
2293,763.70,0.174
2294,764.33,0.147
2295,764.92,0.091
2296,764.28,0.049
2297,763.84,0.028
2298,764.61,0.024
2299,764.91,0.024
2300,764.65,0.024
2301,764.90,0.024
2302,765.26,0.024
2303,765.31,0.024
2304,765.38,0.025
2305,765.64,0.025
2306,765.86,0.025
2307,765.97,0.025
2308,766.11,0.025
2309,766.33,0.024
2310,766.51,0.024
2311,766.66,0.023
2312,766.82,0.023
2313,767.00,0.023
2314,767.18,0.023
2315,767.35,0.022
2316,767.50,0.022
2317,767.67,0.022
2318,767.84,0.022
2319,768.01,0.022
2320,768.18,0.022
2321,768.35,0.022
2322,768.52,0.022
2323,768.68,0.022
2324,768.85,0.021
2325,769.02,0.021
2326,769.19,0.021
2327,769.35,0.021
2328,769.52,0.021
2329,769.69,0.021
2330,769.86,0.021
2331,770.03,0.021
2332,770.19,0.021
2333,770.36,0.021
2334,770.53,0.021
2335,770.70,0.020
2336,770.86,0.020
2337,771.03,0.020
2338,771.19,0.020
2339,771.36,0.020
2340,771.53,0.020
2341,771.70,0.020
2342,771.86,0.020
2343,772.03,0.020
2344,772.20,0.020
2345,772.36,0.020
2346,772.52,0.020
2347,772.70,0.020
2348,772.86,0.020
2349,773.03,0.019
2350,773.20,0.019
2351,773.37,0.019
2352,773.53,0.019
2353,773.70,0.019
2354,773.86,0.019
2355,774.03,0.019
2356,774.20,0.019
2357,774.36,0.019
2358,774.54,0.019
2359,774.70,0.019
2360,774.86,0.019
2361,775.04,0.019
2362,775.20,0.019
2363,775.37,0.019
2364,775.54,0.019
2365,775.70,0.019
2366,775.86,0.019
2367,776.03,0.019
2368,776.20,0.019
2369,776.37,0.019
2370,776.53,0.018
2371,776.70,0.018
2372,776.86,0.018
2373,777.03,0.018
2374,777.19,0.018
2375,777.36,0.018
2376,777.53,0.018
2377,777.70,0.018
2378,777.86,0.018
2379,778.03,0.018
2380,778.20,0.018
2381,778.36,0.018
2382,778.53,0.018
2383,778.70,0.018
2384,778.87,0.018
2385,779.03,0.018
2386,779.20,0.018
2387,779.37,0.018
2388,779.53,0.018
2389,779.69,0.018
2390,779.87,0.018
2391,780.04,0.018
2392,780.20,0.018
2393,780.36,0.018
2394,780.53,0.018
2395,780.70,0.018
2396,780.87,0.018
2397,781.03,0.018
2398,781.20,0.018
2399,781.36,0.018
2400,781.53,0.018
2401,781.69,0.018
2402,781.86,0.018
2403,782.03,0.018
2404,782.20,0.018
2405,782.36,0.018
2406,782.52,0.018
2407,782.70,0.018
2408,782.87,0.018
2409,783.04,0.017
2410,783.20,0.017
2411,783.36,0.017
2412,783.53,0.017
2413,783.70,0.017
2414,783.87,0.017
2415,784.03,0.017
2416,784.20,0.017
2417,784.36,0.017
2418,784.53,0.017
2419,784.70,0.017
2420,784.87,0.017
2421,785.03,0.017
2422,785.20,0.017
2423,785.37,0.017
2424,785.53,0.017
2425,785.70,0.017
2426,785.86,0.017
2427,786.03,0.017
2428,786.20,0.017
2429,786.36,0.017
2430,786.53,0.017
2431,786.69,0.017
2432,786.86,0.017
2433,787.03,0.017
2434,787.20,0.017
2435,787.37,0.017
2436,787.53,0.017
2437,787.70,0.017
2438,787.87,0.017
2439,788.03,0.017
2440,788.20,0.017
2441,788.37,0.017
2442,788.53,0.017
2443,788.70,0.017
2444,788.87,0.017
2445,789.03,0.017
2446,789.19,0.017
2447,789.36,0.017
2448,789.53,0.017
2449,789.70,0.017
2450,789.87,0.017
2451,790.03,0.017
2452,790.20,0.017
2453,790.36,0.017
2454,790.53,0.017
2455,790.70,0.017
2456,790.87,0.017
2457,791.03,0.017
2458,791.20,0.017
2459,791.37,0.017
2460,791.53,0.017
2461,791.70,0.017
2462,791.87,0.017
2463,792.03,0.017
2464,792.20,0.017
2465,792.37,0.017
2466,792.53,0.017
2467,792.70,0.017
2468,792.87,0.017
2469,793.03,0.017
2470,793.20,0.017
2471,793.37,0.017
2472,793.54,0.017
2473,793.70,0.017
2474,793.87,0.017
2475,794.03,0.017
2476,794.20,0.017
2477,794.36,0.017
2478,794.53,0.017
2479,794.70,0.017
2480,794.86,0.017
2481,795.03,0.017
2482,795.20,0.017
2483,795.37,0.017
2484,795.54,0.017
2485,795.70,0.017
2486,795.86,0.017
2487,796.04,0.017
2488,796.20,0.017
2489,796.36,0.017
2490,796.53,0.017
2491,796.70,0.017
2492,796.87,0.017
2493,797.04,0.017
2494,797.20,0.017
2495,797.37,0.017
2496,797.54,0.017
2497,797.70,0.017
2498,797.87,0.017
2499,798.03,0.017
2500,798.19,0.017
2501,798.37,0.017
2502,798.54,0.017
2503,798.70,0.017
2504,798.87,0.017
2505,799.03,0.017
2506,799.20,0.017
2507,799.37,0.017
2508,799.53,0.017
2509,799.70,0.017
2510,799.86,0.017
2511,800.03,0.017
2512,800.20,0.017
2513,800.36,0.017
2514,800.54,0.017
2515,800.70,0.017
2516,800.87,0.017
2517,801.03,0.017
2518,801.20,0.017
2519,801.37,0.017
2520,801.53,0.017
2521,801.70,0.017
2522,801.86,0.017
2523,802.03,0.017
2524,802.20,0.017
2525,802.37,0.017
2526,802.53,0.017
2527,802.70,0.017
2528,802.87,0.017
2529,803.03,0.017
2530,803.20,0.017
2531,803.36,0.017
2532,803.53,0.017
2533,803.70,0.017
2534,803.86,0.017
2535,804.03,0.017
2536,804.20,0.017
2537,804.37,0.017
2538,804.53,0.017
2539,804.70,0.017
2540,804.87,0.017
2541,805.03,0.017
2542,805.20,0.017
2543,805.37,0.017
2544,805.54,0.017
2545,805.70,0.017
2546,805.87,0.017
2547,806.04,0.017
2548,806.20,0.017
2549,806.37,0.017
2550,806.53,0.017
2551,806.70,0.017
2552,806.86,0.017
2553,807.03,0.017
2554,807.20,0.017
2555,807.37,0.017
2556,807.53,0.017
2557,807.70,0.017
2558,807.87,0.017
2559,808.03,0.017
2560,808.20,0.017
2561,808.37,0.017
2562,808.54,0.017
2563,808.70,0.017
2564,808.87,0.017
2565,809.04,0.017
2566,809.20,0.017
2567,809.36,0.017
2568,809.53,0.017
2569,809.70,0.017
2570,809.87,0.017
2571,810.04,0.017
2572,810.20,0.017
2573,810.36,0.017
2574,810.53,0.017
2575,810.70,0.017
2576,810.87,0.017
2577,811.04,0.017
2578,811.20,0.017
2579,811.37,0.017
2580,811.54,0.017
2581,811.70,0.017
2582,811.86,0.017
2583,812.03,0.017
2584,812.20,0.017
2585,812.37,0.017
2586,812.54,0.017
2587,812.70,0.017
2588,812.87,0.017
2589,813.03,0.017
2590,813.20,0.017
2591,813.37,0.017
2592,813.54,0.017
2593,813.70,0.017
2594,813.87,0.017
2595,814.04,0.017
2596,814.20,0.017
2597,814.37,0.017
2598,814.53,0.017
2599,814.70,0.017
2600,814.87,0.017
2601,815.03,0.017
2602,815.20,0.017
2603,815.37,0.017
2604,815.53,0.017
2605,815.70,0.017
2606,815.87,0.017
2607,816.04,0.017
2608,816.20,0.017
2609,816.36,0.017
2610,816.53,0.017
2611,816.71,0.017
2612,816.87,0.017
2613,817.03,0.017
2614,817.21,0.017
2615,817.37,0.017
2616,817.53,0.017
2617,817.70,0.017
2618,817.86,0.017
2619,818.03,0.017
2620,818.20,0.017
2621,818.36,0.017
2622,818.53,0.017
2623,818.71,0.017
2624,818.87,0.017
2625,819.03,0.017
2626,819.20,0.017
2627,819.37,0.017
2628,819.54,0.017
2629,819.70,0.017
